ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,uptrend,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,price_wash_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
SP2,UPCOM,"Điện, nước & xăng dầu khí đốt",452.0,37.9,,3.6,,3.2,0.0,0.3,,100.0,35.4,450.0,1.7,8.4,2.7,7.8,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),18.06,3.74,125.13,65.81,63.01,53.69,0.9,0.0,0.02,0.01,,,,,0.0,,21.9,44.3,0.19,,,Bán,0.0,1.0,,2604.0,MACD Histogram < 0 và tăng dần,1.7,0.1,0.2,0.1,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,,,Trung tính,-0.45,-0.45,,1.86,-0.45,18.38,140.66,Có,20.0,-25.2,-18.8,53.7,-11.2,11.4,-13.1,43.7,-11.3,-10.6,43.1,544.1,Giá nằm dưới SMA(100),,1.86,0.1,1.1,0.6,1.0,72.3,1.0,36.9,75.7,2.7,38.0,71.0,2.7,8.4,,,,3.12,7.28,168.0,2604.0,-4.2,-3.0,-1.9,-5.2
SPB,UPCOM,Hàng cá nhân & Gia dụng,200.0,9.3,,2.5,3.5,1.8,-0.1,0.3,,,50.0,,,8.8,0.8,19.2,0.0,,,7.78,11.04,,10.94,12.1,3.06,2.6,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,1707.0,,,,,,,,,,,,,,,,,,,,,Có,20.0,-318.2,-63.2,22.7,,,,,,,,,,,,,,,,84.1,1.0,2.9,167.2,0.1,9.0,287.0,0.2,2.4,,,,,,255.0,1707.0,,,,
SPC,HNX,Hóa chất,96.0,-16.7,2.5,1.1,3.2,2.4,0.0,0.0,,,,,,-4.4,0.8,8.5,0.0,,,-17.59,-6.89,,,22.17,3.7,1.0,0.0,0.0,0.0,65.0,82.0,61.0,22.0,,,,,9.06,58.0,,,0.0,0.0,0.0,-2045.0,,,,,,,,,,,,,,,,,,,,,Không,35.0,-105.5,-22.9,-21.5,15.4,-2.4,,,,,,,,,,,,,,59.3,0.0,,,,,,,-4.5,,,,,,,-2045.0,,,,
SPD,UPCOM,Thực phẩm và đồ uống,96.0,6.9,,2.2,,2.2,0.0,0.0,,,,,,10.5,0.7,13.9,0.0,,,-3.52,0.26,1062.89,46.79,8.11,1.51,1.5,0.0,0.0,0.0,,,,,,,,,0.03,,,,0.0,0.0,0.0,764.0,,,,,,,,,,,,,,,,,,,,,Có,10.0,-186.3,-48.6,9.2,23.8,18.3,9.3,-19.8,,,,,,,,,,,,50.4,0.0,9.1,81.0,0.1,3.0,222.0,0.1,2.4,,,,147.55,320.86,137.0,764.0,,,,
SPH,UPCOM,Thực phẩm và đồ uống,,,2.5,1.0,,3.4,0.2,-0.1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,83.0,60.0,9.0,24.0,,,,,0.01,44.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,20.0,,,,,,,,,,,,,,,,,,,59.3,,,,,,,,,,,,,,,,,,,
SPM,HSX,Y tế,140.0,2.1,2.6,1.5,,4.4,-0.1,0.3,,86.1,63.2,109.6,2.7,8.4,0.2,5.3,0.0,,Giá nằm dưới SMA(20),-26.68,-9.57,-61.89,-12.41,28.42,8.79,0.1,0.01,0.01,0.01,90.0,63.0,69.0,66.0,0.04,,10.2,38.0,2.12,72.0,,Bán mạnh,0.0,0.0,0.0,1217.0,MACD Histogram < 0 và tăng dần,5.2,5.3,4.5,2.2,,Giá nằm dưới SMA(50),,,,,,Trung tính,-5.99,-12.07,,0.0,-12.07,-3.86,-9.51,Có,30.0,-71.1,-10.3,16.8,-21.7,-8.9,314.1,,-23.9,-83.1,4.1,15.9,Giá nằm dưới SMA(100),,0.0,0.7,0.7,0.8,1.6,10.4,0.0,-12.1,7603.7,0.0,5.0,58.0,0.5,1.7,,,,,104.92,812.0,1217.0,-9.9,-4.5,-6.6,-6.8
SPV,UPCOM,Thực phẩm và đồ uống,,,,2.8,,2.0,0.4,0.5,,51.1,66.7,74.9,9.8,,,,,Giá cắt lên SMA(5),Giá nằm trên SMA(20),,,18.23,21.06,,,,0.1,0.06,0.05,,,,,0.4,,22.5,56.4,1.98,,,Mua mạnh,0.0,1.0,,,MACD Histogram > 0 và tăng dần,22.5,18.9,12.3,10.1,Giá cắt lên SMA(10),Giá nằm trên SMA(50),,,,,,Trung tính,8.17,-1.32,,14.8,-1.32,35.51,110.3,Không,35.0,,,,,,,,-4.3,-3.9,113.1,437.8,Giá nằm trên SMA(100),,14.8,0.8,0.9,1.4,1.7,71.1,,,,,,,,,,,,,,,,36.7,16.2,16.5,24.6
SQC,UPCOM,Tài nguyên Cơ bản,311.0,-13.0,1.8,1.4,1.5,3.2,-0.8,-0.1,,,,,,-4.0,0.6,668.3,0.0,,,18.1,-48.81,,,61.01,,0.0,0.0,0.0,0.0,61.0,0.0,0.0,2.0,,,,,6.91,16.0,,,0.0,0.0,0.0,-725.0,,,,,,,,,,,,,,,,,,,,,Có,30.0,-5.5,-2.9,-77.8,2.5,7.8,,,,,,,,,,,,,,22.2,0.0,0.0,,0.0,0.0,0.0,162.6,-12.4,,,,,,562.0,-725.0,,,,
SRA,HNX,Công nghệ Thông tin,125.0,7.6,2.9,2.0,3.5,3.6,0.2,0.2,,46.7,85.7,0.6,2.0,2.6,0.2,3.9,0.0,,Giá nằm dưới SMA(20),257.96,-12.98,500.01,-16.34,8.38,,0.1,0.09,0.16,0.2,69.0,77.0,44.0,69.0,0.45,,2.9,38.2,0.38,65.0,,Trung tính,0.0,1.0,,1130.0,MACD Histogram > 0 và tăng dần,,4.0,4.0,1.8,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,,,Thoát vùng quá bán,0.0,-9.38,,3.57,-9.38,3.57,-72.74,Không,90.0,-50.6,-8.3,48.8,88.3,20.3,-294.8,-99.1,-40.8,-84.0,45.0,1138.5,Giá nằm dưới SMA(100),,3.57,0.0,39.9,39.3,89.2,7.8,0.0,,,,,,,6.5,,,,,,,1130.0,-11.5,-0.7,-6.8,-10.9
SRB,UPCOM,Công nghệ Thông tin,17.0,-3.9,,1.6,,3.0,0.0,0.7,,56.2,20.4,1.5,0.0,-18.2,0.7,,0.0,,Giá nằm dưới SMA(20),329.24,85.7,1323.94,,-32.23,-130.0,0.0,0.05,0.16,0.09,,,,,0.0,,2.0,45.8,0.4,,,Bán mạnh,-20.0,,1.0,,MACD Histogram < 0 và tăng dần,0.1,0.0,0.0,0.1,Giá cắt xuống SMA(10),Giá nằm dưới SMA(50),,,,,,Trung tính,-17.39,-4.76,,-3.75,-4.76,8.93,122.22,Không,75.0,,,,,,,,-20.0,-92.9,17.6,232.8,Giá nằm dưới SMA(100),,-3.75,25.8,72.9,40.7,28.1,,0.0,,,,,,,-3.9,,,,,,,-313.0,-4.2,-4.8,-4.3,-5.3
SRC,HSX,Ô tô và phụ tùng,1431.0,8.3,2.4,2.5,3.1,2.6,0.4,0.1,,100.0,54.5,38.8,0.2,31.1,2.6,31.3,2.5,,Giá nằm trên SMA(20),-14.19,2.1,415.77,29.67,12.65,2.37,0.5,0.23,0.2,0.44,15.0,73.0,98.0,90.0,0.06,,51.0,61.8,0.07,69.0,,Mua,0.0,0.0,0.0,1642.0,MACD Histogram < 0 và tăng dần,0.3,0.3,0.2,0.1,,Giá nằm trên SMA(50),,,,,,Trung tính,4.08,0.79,,0.0,0.79,107.65,245.66,Có,14.0,-20.2,-23.0,46.1,-1.9,14.4,16.2,-92.9,-8.9,-5.2,124.7,3026.3,Giá nằm trên SMA(100),,0.0,4.3,3.8,5.8,11.7,86.2,2.0,-25.6,-18.1,-0.5,7.0,279.0,1.2,3.8,,,,-66.13,-29.71,560.0,1642.0,69.3,0.8,17.9,45.4
SRF,HSX,Hàng & Dịch vụ Công nghiệp,269.0,1.5,2.2,1.5,3.5,3.2,0.0,0.1,,62.3,4.3,31.9,2.2,51.8,0.8,-6.7,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),-34.12,-8.69,-41.53,-51.6,1.19,,1.1,0.08,0.06,0.05,56.0,62.0,54.0,59.0,0.13,,7.96,43.6,45.69,58.0,,Bán,-9.0,2.0,,154.0,MACD Histogram < 0 và tăng dần,2.4,3.1,3.4,2.3,,Giá nằm dưới SMA(50),,,,,,Trung tính,-2.69,-4.44,,0.25,-4.44,-7.44,-32.65,Không,25.0,-122.5,-19.7,5.2,27.0,-45.2,,1521.8,-23.8,-62.1,7.4,369.3,Giá nằm dưới SMA(100),,0.25,7.0,5.4,4.8,7.3,58.0,1.0,,,,,,,0.3,,,,,,,154.0,-10.2,-2.1,-4.2,-7.6
SSB,HSX,Ngân hàng,51210.0,19.0,2.5,4.0,3.0,2.7,0.0,0.7,,70.0,7.4,25.3,0.9,7.5,1.3,,0.0,,Giá nằm dưới SMA(20),31.67,18.95,30.98,,,42.09,,53.98,56.57,54.08,10.0,29.0,20.0,46.0,48.98,Mua < Bán,18.0,38.1,0.23,26.0,,Bán mạnh,-2464.0,,3.0,2411.0,MACD Histogram < 0 và tăng dần,1.1,1.0,1.0,0.9,,Giá nằm dưới SMA(50),,,,,,Trung tính,-5.26,-6.74,,-0.83,-6.74,8.11,,Không,55.0,,,6858.7,-18.5,115.0,-18.0,190.7,-24.4,-32.7,10.8,81.0,Giá nằm dưới SMA(100),,-0.83,2442.8,2774.4,2681.5,3132.4,51.9,,,,,,,,2.1,2.0,3.2,,,,,2411.0,-6.2,-5.0,-9.5,-7.5
SSC,HSX,Thực phẩm và đồ uống,438.0,7.6,2.5,1.9,3.2,4.2,0.0,0.4,,,50.0,,,15.4,1.2,12.7,6.1,,,28.51,-8.69,-22.28,-10.45,29.69,8.03,0.2,0.0,0.0,0.01,89.0,95.0,84.0,20.0,,,,,0.82,72.0,,,0.0,0.0,0.0,2143.0,,,,,,,,,,,,,,,,,,,,,Có,3.6,-7.2,-5.6,28.4,-21.6,-28.8,-34.2,-39.0,,,,,,,,,,,,96.4,0.0,-30.2,-55.2,-0.3,5.0,62.0,1.4,4.9,,,,-51.38,-43.95,371.0,2143.0,,,,
SSE,UPCOM,Bất động sản,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSF,UPCOM,Hàng cá nhân & Gia dụng,,,,1.0,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,20.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
SSG,UPCOM,Hàng & Dịch vụ Công nghiệp,44.0,-152.9,,2.7,,4.2,0.3,-0.2,,100.0,6.1,13.3,2.6,-5.7,41.3,42.3,134.4,,Giá cắt lên SMA(20),-24.64,-6.18,1157.63,,22.85,0.0,84.7,0.05,0.06,0.04,,,,,0.1,,8.9,55.5,0.07,,,Mua,0.0,1.0,,,MACD Histogram > 0 và tăng dần,2.7,1.9,2.7,1.6,,Giá cắt lên SMA(50),,,,Tín hiệu mua,,Trung tính,3.49,1.82,,2.7,1.82,62.28,953.64,Không,25.0,,,,,,,,-45.9,-42.7,62.3,2797.5,Giá nằm dưới SMA(100),,2.7,4.0,5.6,3.9,6.5,8.8,0.0,,,,,,,-6.2,,,,,,,-2027.0,-3.6,2.1,0.4,-4.1
SSH,UPCOM,Bất động sản,31875.0,4.2,2.0,2.7,2.8,3.0,0.1,0.3,,100.0,31.9,575.3,2.1,134.3,5.6,57.6,0.0,,Giá nằm dưới SMA(20),1.13,13.27,-30.73,,,,0.7,0.02,0.03,0.09,49.0,2.0,28.0,68.0,0.03,,85.0,44.8,0.0,37.0,,Trung tính,0.0,0.0,0.0,633.0,MACD Histogram > 0 và tăng dần,2.5,0.9,0.3,0.1,,Giá nằm dưới SMA(50),,,,,,Trung tính,0.0,-9.55,,0.0,-9.55,26.49,,Không,30.0,-12.5,-28.9,237.3,-77.9,-16.7,-209.9,-93.8,-36.7,-32.2,28.8,307.7,Giá nằm dưới SMA(100),,0.0,0.1,0.3,1.2,2.4,0.0,36.0,,,,,,,1.8,,,,,,,633.0,-1.0,-0.4,-7.9,-6.5
SSI,HSX,Dịch vụ tài chính,74733.0,11.4,2.4,4.1,3.8,2.0,0.0,1.3,,43.6,93.3,16.9,1.6,24.6,2.6,23.7,3.9,,Giá nằm dưới SMA(20),19.16,21.4,23.65,8.09,62.69,32.39,2.1,2204.89,1960.56,1629.81,3.0,31.0,81.0,76.0,2974.3,Mua < Bán,36.0,34.8,35.76,48.0,Chờ bán,Bán,-59004.0,,3.0,1462.0,MACD Histogram < 0 và giảm dần,2.0,2.0,2.2,1.8,,Giá nằm dưới SMA(50),,,,,,Trung tính,-12.94,-6.31,,-4.0,-6.31,38.26,359.88,Không,70.0,-78.3,-63.6,3035.8,29.7,9.5,14.3,10.4,-16.9,-13.2,79.2,1802.3,Giá nằm trên SMA(100),,-4.0,41797.9,41551.3,38093.2,45836.1,31.3,133.0,,,,,,,3.7,,,,,,,1462.0,24.9,-8.7,-7.7,7.1
SSM,HNX,Tài nguyên Cơ bản,28.0,-6.1,,1.3,,2.8,0.2,-0.1,,,,,,-7.3,0.5,-44.0,0.0,,,168.67,1.81,206.1,-13.56,5.52,,1.0,0.0,0.0,0.0,,,,,,,,,0.67,,,,0.0,0.0,0.0,-771.0,,,,,,,,,,,,,,,,,,,,,Có,20.0,-203.4,-35.1,-3.8,61.7,-80.2,,-115.0,,,,,,,,,,,,0.0,0.0,68.9,,0.0,-1.0,78.0,0.2,-2.6,,,,,,61.0,-771.0,,,,
SSN,UPCOM,Thực phẩm và đồ uống,48.0,0.0,2.6,1.4,2.8,4.6,0.1,0.0,,,,,,-348.6,0.1,-59.3,0.0,,,-60.08,-9.14,14.4,,51.21,1.69,0.1,0.0,0.0,0.0,,,,,,,,,0.05,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,65.0,-47.9,-6.2,-0.1,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,0.0,,,,,,,-3.0,,,,
SST,UPCOM,Thực phẩm và đồ uống,,,,,,,,,,,,,,,,,,,,,,-56.63,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,0.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,
ST8,HSX,Công nghệ Thông tin,144.0,2.9,2.9,1.8,3.5,4.6,-0.2,0.8,,73.1,38.1,16.0,0.3,17.6,0.5,11.6,0.0,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),3479.98,-21.81,496.64,1.51,,5.54,0.0,0.54,1.14,1.12,83.0,56.0,91.0,99.0,0.18,Mua < Bán,5.6,26.4,0.59,82.0,,Bán mạnh,19.0,,1.0,317.0,MACD Histogram < 0 và tăng dần,0.4,0.2,0.2,0.1,,Giá nằm dưới SMA(50),,,,,,Trung tính,-2.95,-16.42,,-2.27,-16.42,-25.43,-15.1,Không,100.0,50.5,19.0,8.2,-82.7,1617.9,-90.0,-45.3,-37.8,-81.2,1.1,405.9,Giá nằm dưới SMA(100),,-2.27,88.7,189.2,182.9,241.3,,0.0,,,,,,,2.1,,,,,,,317.0,-18.6,-8.9,-13.8,-15.2
STB,HSX,Ngân hàng,102744.0,21.3,2.7,3.6,3.0,2.7,0.0,1.0,,42.8,44.0,16.0,0.8,8.9,1.7,,0.0,,Giá nằm dưới SMA(20),9.57,14.4,30.69,31.5,,37.24,,488.51,456.48,496.99,14.0,55.0,78.0,83.0,402.39,Mua < Bán,54.5,39.3,17.02,58.0,,Bán,-22926.0,,1.0,6148.0,MACD Histogram < 0 và giảm dần,1.0,1.0,0.9,0.7,,Giá nằm dưới SMA(50),,,,,,Trung tính,-8.4,-1.62,,-1.98,-1.62,62.93,286.52,Không,95.0,,,11589.5,8.6,13.4,32.9,37.2,-11.1,-10.7,74.1,973.1,Giá nằm trên SMA(100),,-1.98,7355.8,7231.3,8447.2,10397.1,12.6,,,,,,,,1.5,2.5,3.4,,,,,6148.0,20.1,-6.3,-3.5,4.4
STC,HNX,Truyền thông,93.0,12.2,,1.8,,4.2,0.0,0.3,,,4.4,,,5.8,0.7,4.3,8.9,,,-2.58,3.65,-4.02,-1.54,19.49,2.46,0.0,0.0,0.0,0.0,,,,,,,,,2.18,,,,0.0,0.0,0.0,2821.0,,,,,,,,,,,,,,,,,,,,,Không,45.0,11.6,4.4,16.0,-11.6,43.5,-10.1,111.6,,,,,,,,,,,,55.1,0.0,,,,,,,6.3,,,,,,,2821.0,,,,
STD,UPCOM,Thực phẩm và đồ uống,0.0,0.6,,,,,,,,,,,,,,0.0,0.0,,,3.04,-10.45,-61.84,-40.68,6.14,0.51,0.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,Có,0.0,,-13.7,1.6,-22.8,-23.8,15.4,-302.6,,,,,,,,,,,,26.6,,-13.5,,,0.0,54.0,,0.4,,,,-51.96,-94.43,273.0,78.0,,,,
STG,HSX,Hàng & Dịch vụ Công nghiệp,3783.0,10.4,2.9,2.4,3.6,5.0,0.0,0.3,,,,,,15.7,1.6,11.0,0.0,,,36.68,5.98,35.38,12.31,18.92,11.58,0.2,0.01,0.0,0.02,88.0,85.0,78.0,14.0,,,,,30.04,66.0,,,0.0,0.0,0.0,2452.0,,,,,,,,,,,,,,,,,,,,,Không,3.4,0.7,0.8,240.9,10.9,17.0,80.4,31.2,,,,,,,,,,,,94.2,4.0,,,,,,,7.6,,,,,,,2452.0,,,,
STH,UPCOM,Truyền thông,398.0,0.8,,1.5,,4.8,0.5,1.0,,20.3,52.8,0.6,0.2,246.5,2.0,-593.5,0.0,,Giá nằm trên SMA(20),6.22,6.43,-28.25,-6.9,13.49,10.25,0.0,1.79,1.27,0.76,,,,,0.31,,22.3,60.9,0.0,,,Mua mạnh,0.0,,1.0,83.0,MACD Histogram > 0 và tăng dần,0.2,0.3,0.4,0.2,,Giá nằm trên SMA(50),,,,,,Trung tính,6.53,11.16,,1.19,11.16,320.68,45.99,Không,15.0,-0.3,-0.5,1.6,183.8,51.2,116.2,-92.5,-14.9,-9.5,328.9,407.4,Giá nằm trên SMA(100),,1.19,85.0,60.3,38.2,62.4,70.2,0.0,,,,,,,0.8,,,,,,,83.0,58.1,10.0,7.7,12.5
STK,HSX,Hàng cá nhân & Gia dụng,2392.0,1.4,1.8,1.5,3.3,2.0,-0.1,0.8,,74.4,29.3,1.1,1.2,95.7,1.4,,0.0,,Giá nằm dưới SMA(20),-15.07,-11.5,-85.87,-47.26,22.85,3.25,1.1,0.6,0.58,0.73,29.0,40.0,31.0,26.0,0.62,,24.75,45.0,17.79,32.0,Chờ mua,Bán,-73.0,,1.0,258.0,MACD Histogram < 0 và giảm dần,1.3,1.2,0.9,0.6,Giá cắt xuống SMA(10),Giá nằm dưới SMA(50),,,,,,Trung tính,-1.79,-4.62,,-0.8,-4.62,-4.62,105.57,Có,30.0,,-44.4,25.0,3.8,9.9,-87.3,,-11.6,-50.4,32.0,243.1,Giá nằm dưới SMA(100),,-0.8,19.2,20.9,27.9,42.2,25.3,4.0,-4.3,,-1.7,10.0,319.0,1.8,0.6,,,,-57.21,-80.55,1747.0,258.0,-1.3,-0.9,-1.9,-3.5
STL,UPCOM,Bất động sản,15.0,-144.1,,1.0,,2.8,0.0,0.0,,,,,,,,-38.5,0.0,,,127.84,,,,1.68,-33.86,-354.1,0.0,0.0,0.0,89.0,94.0,30.0,95.0,,,,,31.86,77.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,50.0,,,,,,,,,,,,,,,,,,,38.2,3.0,,,,,,,-2.3,,,,,,,-8379.0,,,,
STP,HNX,Hàng & Dịch vụ Công nghiệp,63.0,4.3,,1.6,,5.0,-0.1,0.4,,,55.0,62.8,0.2,10.4,0.4,8.9,8.6,,Giá nằm dưới SMA(20),-8.57,-0.66,-38.96,-1.8,16.07,6.81,0.0,0.0,0.01,0.0,73.0,70.0,71.0,50.0,0.0,,7.8,14.7,0.96,66.0,,Bán mạnh,-1.0,,1.0,747.0,MACD Histogram < 0 và giảm dần,0.2,0.1,0.2,0.2,Giá cắt xuống SMA(10),Giá nằm dưới SMA(50),,,,,,Vào vùng quá bán,-8.24,-14.29,Tín hiệu bán,-8.24,-14.29,-15.22,74.27,Có,55.0,10.1,3.8,6.0,-23.2,-18.7,49.8,-106.5,-22.0,-53.3,1.3,323.9,Giá nằm dưới SMA(100),,-8.24,0.4,0.7,0.4,0.4,5.0,0.0,-25.7,,-1.2,2.0,35.0,0.3,3.6,,,,-8.71,-47.75,139.0,747.0,-12.7,-9.1,-10.6,-11.3
STS,UPCOM,Hàng & Dịch vụ Công nghiệp,,,,2.0,,5.0,0.2,0.1,,,,,,,,,,,,,,-31.08,0.01,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Không,20.0,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,
STT,UPCOM,Du lịch và Giải trí,10.0,-112.5,,1.1,,2.6,-0.1,0.1,,3.1,6.1,,,-3.5,36.2,-14.1,0.0,,Giá cắt lên SMA(20),16.43,3.98,,,6.27,-8.81,10.0,0.0,0.0,0.0,,,,,0.01,Mua > Bán,1.3,51.0,9.54,,,Trung tính,10.0,1.0,,,MACD Histogram > 0 và tăng dần,480.0,960.0,83.5,23.3,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,Tín hiệu mua,,Thoát vùng quá bán,8.33,0.0,,8.33,0.0,-18.75,0.0,Không,40.0,,,,,,,,-38.1,-91.3,44.4,44.4,Giá nằm dưới SMA(100),,8.33,0.0,0.0,0.1,0.4,31.5,0.0,,,,,,,-26.0,,,,,,,-1332.0,-10.2,3.6,-9.8,-19.0
STW,UPCOM,"Điện, nước & xăng dầu khí đốt",550.0,7.8,2.8,3.0,,3.8,0.1,0.1,,,,,,28.1,2.4,,3.5,,,4.33,7.64,-18.78,,44.03,9.77,0.0,0.0,0.0,0.0,46.0,99.0,96.0,96.0,,,,,0.0,84.0,,,0.0,0.0,0.0,1235.0,,,,,,,,,,,,,,,,,,,,,Có,3.3,,7.1,19.6,2.4,1.2,,-61.8,,,,,,,,,,,,73.0,1.0,-1.8,-23.6,-0.6,5.0,56.0,2.5,6.6,,,,-49.41,30.51,228.0,1235.0,,,,
SVC,HSX,Ô tô và phụ tùng,2975.0,28.0,3.3,1.6,3.5,2.6,0.4,-0.2,,14.5,31.5,1.3,1.0,6.0,1.6,24.9,3.5,,Giá nằm trên SMA(20),18.82,6.27,250.17,-25.28,5.85,4.43,1.9,1.2,0.71,0.36,100.0,99.0,99.0,89.0,1.13,Mua > Bán,31.9,88.0,1.56,97.0,,Mua mạnh,1.0,7.0,,5339.0,MACD Histogram > 0 và tăng dần,1.0,1.5,2.8,2.6,,Giá nằm trên SMA(50),Tín hiệu vượt đỉnh,,,,,Trung tính,49.07,56.76,,6.87,56.76,80.08,35.28,Có,10.0,-169.5,-41.8,498.0,21.3,25.8,5785.1,134.3,6.9,-36.3,144.7,2205.1,Giá nằm trên SMA(100),Tăng nóng vào phiên hôm trước,6.87,35.4,22.9,12.8,13.5,94.9,9.0,21.1,386.6,0.0,364.0,8217.0,0.1,4.9,,,,685.9,331.6,1899.0,5339.0,96.6,42.3,51.3,78.4
SVD,HSX,Hàng cá nhân & Gia dụng,193.0,4.7,,1.4,,3.8,0.4,0.2,,87.1,36.7,0.6,0.7,16.0,0.7,7.6,0.0,,Giá nằm trên SMA(20),32.34,,,,3.07,0.96,0.3,0.65,0.45,0.46,,,,,0.43,,6.99,77.9,0.14,,,Mua mạnh,0.0,,1.0,437.0,MACD Histogram > 0 và tăng dần,0.7,1.0,1.0,0.9,,Giá nằm trên SMA(50),,,,,,Trung tính,15.54,33.14,,-0.14,33.14,115.74,,Có,80.0,-33.4,-18.4,12.1,10.8,-56.5,-52.3,-92.9,-0.1,-57.5,140.2,209.3,Giá nằm trên SMA(100),Tăng nóng vào phiên hôm trước,-0.14,87.2,63.3,64.4,74.1,,0.0,122.0,263.1,-0.1,1.0,113.0,0.7,3.2,,,,,,261.0,437.0,84.4,12.9,36.6,60.1
SVG,UPCOM,Hàng & Dịch vụ Công nghiệp,173.0,-1.4,2.7,1.2,3.5,3.4,0.3,0.0,,100.0,22.2,30.7,0.1,-40.8,0.6,11.0,0.0,,Giá nằm dưới SMA(20),0.52,-2.27,505.91,-28.55,5.79,,0.2,0.01,0.0,0.0,1.0,100.0,98.0,90.0,0.0,,5.9,39.6,0.0,72.0,,Bán mạnh,0.0,1.0,,-145.0,MACD Histogram < 0 và tăng dần,0.1,0.2,0.4,0.1,,Giá nằm dưới SMA(50),,,,,,Trung tính,-11.94,-1.67,,3.51,-1.67,-16.9,-22.37,Có,1.7,-36.1,-15.7,-4.2,21.0,12.5,-1642.1,,-39.8,-85.4,34.1,90.3,Giá nằm dưới SMA(100),,3.51,0.9,0.5,0.3,0.7,98.2,0.0,8.9,,0.0,-4.0,73.0,0.7,-1.1,,,,,,299.0,-145.0,-3.9,-15.2,-11.2,-9.4
SVH,UPCOM,"Điện, nước & xăng dầu khí đốt",89.0,22.4,,3.3,,3.6,0.0,0.0,,,,,,1.7,0.3,4.9,0.0,,,6.29,0.69,4.81,26.62,69.0,51.91,0.9,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,3513.0,,,,,,,,,,,,,,,,,,,,,Có,4.2,-252.5,-43.7,52.1,92.6,78.1,473.7,222.8,,,,,,,,,,,,86.0,0.0,-16.6,-21.8,0.0,8.0,16.0,1.1,10.7,,,,74.38,303.02,258.0,3513.0,,,,
